,0
1722,PRRX1
1723,B3GAT3
1724,PSEN1
1725,GRIA2
1726,PROS1
1727,GRHL2
1728,MCPH1
1729,NAGA
1730,TNNT2
1731,CASK
1732,SNRPE
1733,TMEM222
1734,TSEN2
1735,FXN
1736,TTLL5
1737,TBC1D23
1738,CDC14A
1739,H4C3
1740,ADAMTS17
1741,MC1R
1742,BEAN1
1743,DDX11
1744,DOK7
1745,SLC26A8
1746,KRT3
1747,KCNT1
1748,IRF6
1749,ACTA1
1750,FGF20
1751,CAV3
1752,POLR1A
1753,OSTM1
1754,DNM1L
1755,AASS
1756,TTI1
1757,POMK
1758,WWOX
1759,GULOP
1760,SLC24A5
1761,MVK
1762,FBXO43
1763,FLAD1
1764,DCX
1765,RFT1
1766,DNAJC5
1767,APTX
1768,IL10RB
1769,UBE3B
1770,LRPAP1
1771,WRN
1772,GMPPB
1773,POLH
1774,SLC6A9
1775,NCAPH
1776,CLN3
1777,ZNF141
1778,PAX2
1779,NBEAL2
1780,PAFAH1B1
1781,NBEA
1782,BNC2
1783,ITGB2
1784,STAT3
1785,SH3KBP1
1786,NUP214
1787,MTHFR
1788,RXYLT1
1789,MTTP
1790,SLC25A42
1791,GPR161
1792,TMEM163
1793,THUMPD1
1794,TRIP11
1795,ACAD8
1796,DHX38
1797,NR5A1
1798,MAP3K20
1799,MADD
1800,CIITA
1801,PHF21A
1802,RBM8A
1803,DNAJC12
1804,ACTN4
1805,ATP2C1
1806,GFAP
1807,SYCP2L
1808,HPDL
1809,THPO
1810,SLC2A9
1811,EXOC6B
1812,KCNJ10
1813,IFT57
1814,TTC5
1815,EZH2
1816,NUP155
1817,SLC17A3
1818,DZIP1
1819,CISH
1820,RAD51C
1821,IRF3
1822,LZTR1
1823,TDP1
1824,SCNN1G
1825,VPS13A
1826,HBA2
1827,GDF9
1828,SLC46A1
1829,GLDN
1830,DOHH
1831,DARS1
1832,SLC24A4
1833,EVC2
1834,SLC32A1
1835,ADH1B
1836,LACC1
1837,TMEM138
1838,LHX4
1839,FANCA
1840,NLRP7
1841,WDR37
1842,MTR
1843,PTPA
1844,LRSAM1
1845,SYT14
1846,MVD
1847,COQ5
1848,RECQL4
1849,SCUBE3
1850,AGPAT2
1851,TPM4
1852,SRPX2
1853,ETM3
1854,KRT75
1855,ACVRL1
1856,FIGLA
1857,DFNB38
1858,LAMA4
1859,UBAP2L
1860,POC1B
1861,KMT2A
1862,AGTPBP1
1863,CPAMD8
1864,LBX1
1865,STIL
1866,CNGB3
1867,MYB
1868,LYRM4
1869,GJB1
1870,RRAGC
1871,SMCHD1
1872,ADGRG6
1873,GUCY2D
1874,LFNG
1875,TRMT10C
1876,SOS2
1877,LTC4S
1878,PCSK9
1879,NUP62
1880,EFEMP1
1881,CDC42BPB
1882,ZMIZ1
1883,C1QC
1884,F13B
1885,COL1A1
1886,SYNJ1
1887,XRCC2
1888,IL17RD
1889,IFT74
1890,PLEKHG5
1891,BAG3
1892,GTF2E2
1893,MPEG1
1894,IGF1
1895,B9D1
1896,GNAQ
1897,CD79B
1898,KRT17
1899,RPS27
1900,SOX2
1901,PRKCA
1902,COL2A1
1903,SHOC2
1904,RSRC1
1905,FKRP
1906,NF2
1907,AQP7
1908,SLC12A1
1909,C1QA
1910,PIGG
1911,DLX3
1912,CDC6
1913,PRX
1914,ADAMTS10
1915,CD164
1916,MKRN3
1917,SYCE1
1918,UCP2
1919,NRG1
1920,KDSR
1921,MAN2C1
1922,RETN
1923,PANK2
1924,MCIDAS
1925,SLC52A2
1926,BSG
1927,ATP6V1B1
1928,TSC2
1929,SOX18
1930,KEL
1931,SMN1
1932,DKC1
1933,PDZD8
1934,FAM20A
1935,ABCB11
1936,CHMP2B
1937,ATP5PO
1938,MOGS
1939,NDST1
1940,DCDC2
1941,POMGNT1
1942,CLDN2
1943,PEX10
1944,MRPL3
1945,FBXO28
1946,SHARPIN
1947,FGF16
1948,DLAT
1949,ACADSB
1950,GCH1
1951,GPD1L
1952,PRKACB
1953,CAST
1954,KCNJ18
1955,GPRC5B
1956,IRF2BPL
1957,SIGMAR1
1958,DMD
1959,PON1
1960,RAD51D
1961,MTHFS
1962,BCL11A
1963,ACO2
1964,NSD2
1965,GAL
1966,CHRNA2
1967,DYT13
1968,MGR3
1969,STRC
1970,ALG3
1971,CSNK1D
1972,LRIT3
1973,ZFP57
1974,SEMA7A
1975,DEGS1
1976,HBA1
1977,USP53
1978,HDAC6
1979,MTSS2
1980,DNAJB11
1981,GLRA1
1982,CLCN1
1983,GHR
1984,ISCU
1985,CDT1
1986,IFT172
1987,MSTO1
1988,TJP2
1989,OGDHL
1990,CUBN
1991,NHLRC2
1992,SOHLH1
1993,PMPCA
1994,PDE6H
1995,SLITRK6
1996,SZT2
1997,DHPS
1998,NDUFAF3
1999,FA2H
2000,CBX2
2001,SLC39A4
2002,SYN1
2003,HAX1
2004,RPGRIP1L
2005,PSAP
2006,PDE11A
2007,TTBK2
2008,MYOT
2009,WAC
2010,NOTCH1
2011,CLTC
2012,COQ9
2013,DPH1
2014,CEACAM16
2015,CCL3L1
2016,LIPH
2017,HNRNPH2
2018,FLG2
2019,RAD50
2020,PHGDH
2021,CDON
2022,FDPS
2023,AURKC
2024,RAB39B
2025,TRPS1
2026,TSPOAP1
2027,HERC2
2028,H4C11
2029,ABCC11
2030,DNAH2
2031,USP8
2032,TP73
2033,SLX4
2034,PIGQ
2035,GFI1
2036,PNPLA1
2037,HKDC1
2038,RNPC3
2039,AP2S1
2040,ERBB2
2041,BPNT2
2042,GJC2
2043,CRYBB1
2044,TENT5A
2045,LAMB3
2046,IARS1
2047,TBX6
2048,ERCC1
2049,CTSC
2050,CCDC88A
2051,DNAJC6
2052,FBXW11
2053,AP1S2
2054,FZD6
2055,DHX37
2056,RAI1
2057,FANCF
2058,AURKA
2059,DYRK1B
2060,IDDM13
2061,CHDT3
2062,CLCNKA
2063,TONSL
2064,ADCY3
2065,ATP13A3
2066,MYCN
2067,NPC2
2068,PIGF
2069,TIMMDC1
2070,PRKAR1B
2071,TAS2R16
2072,CFAP298
2073,DAW1
2074,PIGM
2075,MYOC
2076,F8
2077,CPE
2078,SPNS2
2079,PERCC1
2080,SH2D1A
2081,FOXC2
2082,COL4A1
2083,ABCA5
2084,MYMK
2085,VWA3B
2086,PIKFYVE
2087,NF1
2088,GLC3C
2089,ZFYVE26
2090,SRRM2
2091,KDM6A
2092,EIF4A2
2093,MCM5
2094,ZDHHC9
2095,CA8
2096,VPS50
2097,PDE6D
2098,DSC3
2099,PLEKHM1
2100,FANCM
2101,FLVCR1
2102,DCPS
2103,SARDH
2104,PLS1
2105,PIBF1
2106,TPP2
2107,GCM2
2108,ZIC2
2109,IVD
2110,CALCRL
2111,SOBP
2112,ACSF3
2113,CREB1
2114,TNXB
2115,SLC25A15
2116,RHD
2117,TICAM1
2118,UCP3
2119,PTPN14
2120,SSR4
2121,C12orf57
2122,CCDC22
2123,UGT1A1
2124,DCAF17
2125,ACAT1
2126,TMEM199
2127,ALDH1A2
2128,ITGB4
2129,AP2M1
2130,RP9
2131,ANK1
2132,GCKR
2133,EGR2
2134,FCSK
2135,PTH
2136,CPLANE1
2137,MUC1
2138,MAFD3
2139,CEP63
2140,MED17
2141,IKZF1
2142,SERAC1
2143,MRT23
2144,TXNRD2
2145,ASH1L
2146,FMN2
2147,TEAD1
2148,PEX13
2149,PLCH1
2150,BCAM
2151,EDARADD
2152,SPRTN
2153,PLK4
2154,PIGA
2155,PRICKLE1
2156,SHOC1
2157,NAA15
2158,FOXE1
2159,LRTOMT
2160,PET100
2161,SCYL1
2162,TCIRG1
2163,PCBD1
2164,PSMB1
2165,POLR1B
2166,RNF212
2167,MSMO1
2168,PYGL
2169,GPC3
2170,DDX41
2171,GP1BB
2172,HEATR3
2173,FLT3
2174,HES7
2175,HNMT
2176,PLCE1
2177,KY
2178,PMM2
2179,DIO1
2180,PUS7
2181,MYLK
2182,WASF1
2183,ZMYM3
2184,SMARCAL1
2185,ZCCHC8
2186,SLC4A11
2187,P4HTM
2188,SCAF4
2189,CWF19L1
2190,PLCB1
2191,ZNF142
2192,MIA3
2193,PEX19
2194,ZFX
2195,MED23
2196,MATN3
2197,PHEX
2198,HELLS
2199,TRAPPC2
2200,PIGT
2201,SHH
2202,NDUFS7
2203,KIZ
2204,LIAS
2205,TSC1
2206,HMGCL
2207,ITGA3
2208,LIPE
2209,VPS13C
2210,ADGRG2
2211,ADAM10
2212,RAB18
2213,SCZD13
2214,MPV17
2215,TBX5
2216,PIGP
2217,RAB33B
2218,DYNC2H1
2219,APOLD1
2220,PBX1
2221,NRCLP3
2222,KIAA0753
2223,CNNM4
2224,CARD11
2225,ATOH7
2226,ANGPTL3
2227,SETD5
2228,EIF2B2
2229,HPD
2230,CTAA1
2231,TTPP3
2232,COL11A2
2233,ILDR1
2234,BLTP1
2235,BET1
2236,PINK1
2237,GNPNAT1
2238,RALGAPA1
2239,MED13L
2240,STAC3
2241,CAMSAP1
2242,MED27
2243,ADK
2244,CASP10
2245,SLC9A7
2246,DIABLO
2247,FAR1
2248,COPB1
2249,STAT5B
2250,GALNT12
2251,PTRHD1
2252,CETP
2253,SMPD4
2254,TAB2
2255,SDHAF2
2256,LMAN2L
2257,GPD1
2258,BSZQTL3
2259,CNOT2
2260,CBL
2261,H4C5
2262,ZNF699
2263,SHQ1
2264,RNF31
2265,WAS
2266,UNC45B
2267,DDOST
2268,PAH
2269,POMP
2270,TEKT3
2271,ODAPH
2272,TPR
2273,ART4
2274,FRMD4A
2275,ITGA7
2276,AFF4
2277,DSTYK
2278,SERPIND1
2279,SPRY2
2280,NEUROD1
2281,PLAU
2282,ACADS
2283,GSTZ1
2284,MAD2L2
2285,SLCO1B3
2286,MEGF8
2287,VPS4A
2288,KRT81
2289,RETREG1
2290,ING1
2291,PRDM13
2292,CNOT3
2293,PRDX3
2294,TUBB1
2295,ANK3
2296,LRRC56
2297,NKX2-6
2298,NGF
2299,MSR1
2300,DNMT3A
2301,C4B
2302,RAB3GAP1
2303,TGDS
2304,SLC5A1
2305,SECISBP2
2306,TOP2A
2307,IL10
2308,MYOD1
2309,PRKRA
2310,GALK1
2311,PCSK1
2312,SFXN4
2313,PTRH2
2314,ABL1
2315,IRAK3
2316,CRYAA
2317,GALE
2318,TBCK
2319,TUBB2A
2320,RAC3
2321,NLGN1
2322,RNASEH2B
2323,STAR
2324,APC2
2325,GTPBP2
2326,EXOSC9
2327,NEK9
2328,KCNC1
2329,RPA1
2330,SUPT16H
2331,MFRP
2332,P2RX2
2333,MAGI2
2334,EPS8L2
2335,SLC44A1
2336,AHSG
2337,ODAD3
2338,YY1AP1
2339,SELENBP1
2340,HESX1
2341,PTPN1
2342,SMOC1
2343,HDAC9
2344,RNASEH2A
2345,ARID1B
2346,RORC
2347,KLHL3
2348,USH1G
2349,GSS
2350,DCAF8
2351,ABCC1
2352,SPG11
2353,PDGFRB
2354,MTNR1B
2355,EPO
2356,RRP7A
2357,IL12B
2358,NARS2
2359,BANF1
2360,PCYT1A
2361,PLP1
2362,NIPAL4
2363,PITX2
2364,SYP
2365,SPAG1
2366,IL37
2367,SLC25A36
2368,MOCOS
2369,COLEC11
2370,MYT1L
2371,GAS2L2
2372,MFSD8
2373,HNF4A
2374,EPS8L3
2375,NPHS2
2376,MSH5
2377,GATC
2378,CTPS1
2379,PEX6
2380,SMO
2381,SMPX
2382,PRORP
2383,KIF7
2384,NUTM2B-AS1
2385,ATP6V1A
2386,POU4F1
2387,ZNF526
2388,SLC39A13
2389,PROKR2
2390,SLC13A3
2391,OXGR1
2392,GLUL
2393,CHD5
2394,LRP8
2395,MIPEP
2396,BMIQ3
2397,GGN
2398,ASCC3
2399,CFAP251
2400,SMARCC1
2401,TLE6
2402,TNNT3
2403,KIF1C
2404,ZNHIT3
2405,STK33
2406,ADIPOQ
2407,WDR45
2408,LDB3
2409,DRD3
2410,NAT8L
2411,LOXHD1
2412,GATA4
2413,CLIC5
2414,DCLRE1C
2415,SPG36
2416,RPS23
2417,IGF1R
2418,ELP1
2419,ATXN3
2420,KDM5B
2421,SIX1
2422,SPINT2
2423,LIG4
2424,EPB42
2425,MRPS23
2426,HRURF
2427,ARSB
2428,MB
2429,POMC
2430,GATA6
2431,AMER1
2432,IDH3B
2433,CLPB
2434,EPS8
2435,CYP26B1
2436,TMEM43
2437,FILIP1
2438,FLG
2439,KCNK9
2440,EGLN1
2441,STQTL23
2442,EPOR
2443,EXPH5
2444,EIF2AK3
2445,PGM2L1
2446,PURA
2447,LRRC8A
2448,UBR1
2449,GRIA1
2450,LGI3
2451,CDK19
2452,CBFB
2453,DRAM2
2454,SMC5
2455,AMN
2456,PAX8
2457,BAX
2458,KCNK4
2459,RBPJ
2460,PGM3
2461,PGAP2
2462,PPA2
2463,IARS2
2464,ZBTB20
2465,SNAPC4
2466,HAL
2467,NOD2
2468,SERPINB7
2469,POU1F1
2470,HBB
2471,HTR2A
2472,GYS1
2473,COG7
2474,YEATS2
2475,MAG
2476,ADAMTS13
2477,CD70
2478,DIAPH1
2479,VPS13D
2480,SULT2B1
2481,MIR184
2482,NOTCH2NLC
2483,GSN
2484,APOB
2485,GFM1
2486,MYOZ2
2487,CRADD
2488,DCLRE1B
2489,RAP1GDS1
2490,HABP2
2491,ST3GAL5
2492,KCNQ5
2493,LARGE1
2494,RIT1
2495,FUT2
2496,YRDC
2497,POLR3A
2498,ALX1
2499,CELA2A
2500,ACP5
2501,CHRNA1
2502,KRT12
2503,POLA1
2504,MAOA
2505,PHKA2
2506,CARD8
2507,DNAH9
2508,TUBA4A
2509,TUBB8
2510,KLF1
2511,COMT
2512,SPR
2513,KIF22
2514,SLC25A38
2515,NLGN3
2516,ARL6
2517,TGFB2
2518,FRMD7
2519,GANAB
2520,SHANK3
2521,NR2F1
2522,DNAI2
2523,GATA5
2524,DPYS
2525,TNPO3
2526,ROM1
2527,KCNH1
2528,CACNB4
2529,GRXCR1
2530,ACOX1
2531,ANKRD26
2532,PTH1R
2533,RARB
2534,JAGN1
2535,ACAD9
2536,CFD
2537,NRAS
2538,BLOC1S3
2539,TNR
2540,PDGFRA
2541,MYO1E
2542,AEBP1
2543,DLL1
2544,HAMP
2545,TBK1
2546,SPTAN1
2547,SLC9A6
2548,B4GALT1
2549,NCAPG2
2550,PRKAG2
2551,LCT
2552,CSF2RB
2553,ELMOD3
2554,APOA1
2555,ARHGEF2
2556,KATNB1
2557,LZTFL1
2558,BPGM
2559,PON2
2560,ACAN
2561,CTSK
2562,PRIMPOL
2563,CRYBA1
2564,INTS1
2565,ITK
2566,PTCD3
2567,FOXD3
2568,ARID2
2569,TMEM126A
2570,RAB28
2571,SKI
2572,NSF
2573,AGRN
2574,DPYD
2575,CHAT
2576,RAB32
2577,PRPS1
2578,TPM1
2579,EPHA10
2580,IGFBP7
2581,GPR143
2582,PDCD6IP
2583,CD55
2584,LIPC
2585,SPEF2
2586,BBS12
2587,GGT1
2588,GNMT
2589,STRA6
2590,ARHGEF10
2591,NDUFS3
2592,HOXB13
2593,TMLHE
2594,WDR45B
2595,SMOC2
2596,CILP
2597,NEU1
2598,IFNGR1
2599,PRPF8
2600,CHCHD10
2601,ATP2A1
2602,FH
2603,C1S
2604,SH3BP2
2605,MYOF
2606,MDH1
2607,PTGIS
2608,LAMA1
2609,ARMS2
2610,AVP
2611,DLL3
2612,FAS
2613,POT1
2614,ADH1C
2615,PEX26
2616,AMT
2617,ARSA
2618,RAB23
2619,FYB1
2620,ADCY6
2621,RHCE
2622,DNAAF5
2623,POU6F2
2624,GHRHR
2625,MAPKBP1
2626,MEGF10
2627,GMPPA
2628,ABCB6
2629,HMGA2
2630,NT5C2
2631,NACC1
2632,ALOX12B
2633,SAMHD1
2634,DNAH17
2635,GLS
2636,CRYAB
2637,NUDT2
2638,TK2
2639,GATM
2640,LPL
2641,WDR1
2642,DIP2B
2643,RNU7-1
2644,GLIS2
2645,WDR19
2646,BCKDHA
2647,TNFSF11
2648,CBLIF
2649,KLHDC8B
2650,SLC35A2
2651,GALC
2652,DHDDS
2653,AP1S3
2654,NPPA
2655,RRAGD
2656,SLC45A1
2657,SLC25A3
2658,CAPN5
2659,SP6
2660,CLRN1
2661,MCM6
2662,BRF1
2663,ARL13B
2664,HK1
2665,NOS3
2666,CEP135
2667,TBCD
2668,LRAT
2669,CX3CR1
2670,SF3B4
2671,TLR7
2672,ITGA2B
2673,HYSP3
2674,LYSET
2675,MHS3
2676,VPS11
2677,PORCN
2678,LGALS2
2679,GNA11
2680,BCS1L
2681,TMC6
2682,FFAR4
2683,PLOD2
2684,CLDN9
2685,ATP5F1A
2686,SVBP
2687,PLOD3
2688,MLPH
2689,FLT4
2690,PLA2G4A
2691,SPATA16
2692,PLD3
2693,RHOH
2694,EGFR
2695,SLC52A1
2696,KLKB1
2697,SLC38A3
2698,PRPH2
2699,SERPING1
2700,ICOSLG
2701,SSBP1
2702,MAB21L2
2703,KCNK3
2704,RHBDF2
2705,XRCC3
2706,CFAP91
2707,IFT80
2708,IRAK4
2709,SLC39A14
2710,CHRDL1
2711,CHD8
2712,IMPA1
2713,GPAA1
2714,ALS2
2715,CTNNA2
2716,IRF2BP2
2717,ALDH1A3
2718,PSNP3
2719,KRT6B
2720,ZNF335
2721,CCDC39
2722,CRYGB
2723,GIGYF2
2724,DSPP
2725,TOR1A
2726,CD2AP
2727,XDH
2728,CAMK2A
2729,CCR2
2730,ACSL4
2731,GREB1L
2732,OTOF
2733,DNAH10
2734,PTF1A
2735,CRX
2736,SFTPC
2737,RNF213
2738,PSAT1
2739,SFRP4
2740,BUB1
2741,PKHD1L1
2742,CNTN2
2743,SLC1A1
2744,DNAJB2
2745,G6PD
2746,PROP1
2747,TRAPPC4
2748,DLC1
2749,IGBP1
2750,LAMA2
2751,CANT1
2752,FGA
2753,SIL1
2754,BSCL2
2755,AP3B2
2756,CD46
2757,PPP2R5D
2758,DMXL2
2759,SGPL1
2760,GLMN
2761,TLK2
2762,TFAP2A
2763,SERPINA1
2764,COL9A3
2765,CPT2
2766,TKT
2767,EPM2A
2768,NAXE
2769,TBX4
2770,SLC30A10
2771,ZNF408
2772,CCDC8
2773,SOCS1
2774,RNASEH2C
2775,COQ8B
2776,MTRR
2777,MASP1
2778,ABCD4
2779,HBG1
2780,KDM3B
2781,CLLS3
2782,ALDOB
2783,TFG
2784,TCAP
2785,POLRMT
2786,PCNT
2787,NPRL2
2788,FLNA
2789,MSN
2790,IRF1
2791,CDCA7
2792,CHD3
2793,STXBP2
2794,CRYBB3
2795,KIF15
2796,ESRP1
2797,SCNN1B
2798,NPC1L1
2799,FKBP6
2800,MESP2
2801,MYL4
2802,ZP2
2803,POLD1
2804,PSEN2
2805,CYP11B1
2806,CCND2
2807,FBXO31
2808,MAB21L1
2809,KDM5A
2810,KCND3
2811,KCTD17
2812,MMADHC
2813,MRM2
2814,BARD1
2815,CYFIP2
2816,RAD54B
2817,ACY1
2818,SLC25A21
2819,ATN1
2820,TENM3
2821,CTC1
2822,PTCH1
2823,TDP2
2824,EXOC3L2
2825,GINGF3
2826,GRIP1
2827,BCKDHB
2828,TBX21
2829,PSMC3IP
2830,SLC6A1
2831,SLC27A4
2832,ACTG2
2833,DCT
2834,TBX22
2835,MPO
2836,MAPT
2837,KMT2D
2838,DNAAF1
2839,OTULIN
2840,CIT
2841,WARS2
2842,FLT3LG
2843,INTS8
2844,LARS1
2845,ZP3
2846,VAX1
2847,AMPD3
2848,GLA
2849,RPL5
2850,MFF
2851,AMPD2
2852,CLDN14
2853,SERPINE1
2854,ITGB3
2855,FOXC1
2856,MS3
2857,DMGDH
2858,WNT2B
2859,PLAAT3
2860,PIEZO1
2861,CTNNA1
2862,SLC45A2
2863,C1QTNF5
2864,SDCCAG8
2865,LAMB2
2866,DSG4
2867,SGCE
2868,BMP2
2869,B4GAT1
2870,TRAPPC9
2871,SLC16A12
2872,CYP26C1
2873,XPNPEP2
2874,IQCB1
2875,SDHD
2876,JAG1
2877,ASPG3
2878,ERAL1
2879,CREB3L3
2880,PLA2G5
2881,CD44
2882,SYCP3
2883,PHIP
2884,SSX1
2885,CES1
2886,POU4F3
2887,THOC1
2888,STAMBP
2889,KLF11
2890,ACVR1
2891,SPRED2
2892,TEX15
2893,SLC1A3
2894,AKR1D1
2895,ACTN3
2896,PAX5
2897,PDXK
2898,IRGM
2899,ZFHX2
2900,KAZA3
2901,C1QBP
2902,ECEL1
2903,ANGPTL4
2904,MSTN
2905,PRNP
2906,FARS2
2907,IDDM23
2908,KLK4
2909,RAB5IF
2910,DDD3
2911,TAPBP
2912,KRAS
2913,TRAF3IP1
2914,SLC4A10
2915,DYT23
2916,OPN1MW
2917,SLC40A1
2918,HHAT
2919,NDUFAF8
2920,MYMX
2921,IL21R
2922,RDX
2923,CALCR
2924,GGPS1
2925,LTBP4
2926,SMPD1
2927,IL10RA
2928,RGR
2929,AP5Z1
2930,GNB2
2931,TUBB3
2932,ALAD
2933,LRRK2
2934,ASPH
2935,ALX4
2936,SMAR
2937,STEEP1
2938,CACNA1A
2939,CEP57
2940,SCYL2
2941,TKFC
2942,ASXL3
2943,CRYGS
2944,SCA30
2945,CTSA
2946,GON7
2947,TBX19
2948,SERPINF1
2949,INSR
2950,ALDH5A1
2951,SVIL
2952,HERC1
2953,APPL1
2954,GNAS-AS1
2955,RELB
2956,COASY
2957,NSDHL
2958,NAGS
2959,MTRFR
2960,SLC11A2
2961,GNB1
2962,SEC24D
2963,ODC1
2964,TGFBR2
2965,EYS
2966,ZFPM2
2967,SMG9
2968,TRPA1
2969,LMF1
2970,TRAPPC14
2971,LDLR
2972,PLPBP
2973,STXBP1
2974,COL13A1
2975,SARS2
2976,HCN2
2977,JAK1
2978,CFAP61
2979,RPS26
2980,MATR3
2981,DYNC1I2
2982,TGM6
2983,NDUFS1
2984,ZC4H2
2985,PNPLA6
2986,ADAR
2987,LYRM7
2988,GALNS
2989,AXIN2
2990,SLC36A2
2991,DBT
2992,TBC1D24
2993,DYM
2994,SHMT2
2995,ARV1
2996,CCL3
2997,VAMP1
2998,TPRN
2999,TIMM50
3000,C1GALT1C1
3001,HPC3
3002,DCTN1
3003,LMOD2
3004,DHX30
3005,TIMELESS
3006,TRPM4
3007,CAVIN1
3008,PRICKLE3
3009,COPA
3010,GDF11
3011,MINAR2
3012,IFT122
3013,FRA10AC1
3014,GFM2
3015,ACBD5
3016,RNF13
3017,NAF1
3018,CR2
3019,ATP1A3
3020,AFG2A
3021,UBR7
3022,GNAI1
3023,TRAF3
3024,HMOX1
3025,CYP2A6
3026,ROBO3
3027,LEPR
3028,LGI4
3029,HCRT
3030,MCFD2
3031,CDK8
3032,PDE6G
3033,MARS2
3034,CEP295
3035,TPP1
3036,REEP2
3037,GAMT
3038,ALG9
3039,FANCG
3040,LMBR1
3041,GIPC1
3042,MRAP
3043,MYH14
3044,SERPINB8
3045,STT3B
3046,HSD17B13
3047,INF2
3048,IKBKG
3049,TRIM37
3050,CACNA1D
3051,CLCN2
3052,PEX16
3053,USH2A
3054,NUP205
3055,NDUFAF6
3056,MRX23
3057,IDH1
3058,CHKA
3059,LNCR3
3060,DPM3
3061,SLC35D1
3062,MN1
3063,NFATC2
3064,DYNLT2B
3065,SPI1
3066,ASXL2
3067,PTPN22
3068,TAS2R38
3069,ACTA2
3070,IFT43
3071,MEOX1
3072,SLC25A13
3073,RPL26
3074,EYA1
3075,RFX6
3076,IL36RN
3077,OTOA
3078,BCKDK
3079,SLC14A1
3080,GJA1
3081,ALG11
3082,STX11
3083,KLHL40
3084,B4GALNT2
3085,MAP2K2
3086,FOXE3
3087,NDUFA9
3088,BMPR1B
3089,CSNK2B
3090,FOXG1
3091,KNL1
3092,SPD3
3093,EED
3094,SFTPA2
3095,WBP4
3096,CHRNG
3097,HPS1
3098,OPA3
3099,MYSM1
3100,CTSD
3101,FUT1
3102,DAB1
3103,SRD5A3
3104,GRIN1
3105,MBD4
3106,EIF4A3
3107,CCDC88C
3108,SASH3
3109,BTNL2
3110,DYX3
3111,RPL3L
3112,CD3E
3113,ZNF462
3114,NDRG1
3115,FSHB
3116,TBC1D8B
3117,AD13
3118,NSMCE2
3119,NT5E
3120,YIF1B
3121,CTDP1
3122,RAB34
3123,COL5A1
3124,TOP6BL
3125,CDH15
3126,ACACA
3127,CD27
3128,SOD3
3129,CHDS3
3130,CDSN
3131,CARTPT
3132,PRDM12
3133,OTC
3134,CDC45
3135,TERC
3136,GP9
3137,RPL13
3138,CRYBB2
3139,FANCE
3140,NUS1
3141,KCTD7
3142,KDM1A
3143,IL2RG
3144,EXOC8
3145,INTS11
3146,HMCN1
3147,HOXA2
3148,TRIM36
3149,KCNQ4
3150,ST14
3151,LIPA
3152,CYB561
3153,ABCG5
3154,USP9X
3155,CYB5R3
3156,MRT30
3157,ATXN2
3158,PDE3A
3159,ABCD1
3160,TSHZ1
3161,MYO6
3162,FCHO1
3163,NOBOX
3164,OTUD6B
3165,NIPBL
3166,PMS2
3167,BCL10
3168,HIBCH
3169,CNTNAP1
3170,CTU2
3171,TRAPPC12
3172,KIDINS220
3173,ZSWIM6
3174,PUS1
3175,ANGPT1
3176,CFAP47
3177,DPM1
3178,DNAH8
3179,PER3
3180,MYH8
3181,EDN3
3182,HJV
3183,HPCA
3184,LMAN1
3185,CCDC115
3186,L1CAM
3187,TPRKB
3188,MASP2
3189,KIF20A
3190,CPN1
3191,AKT3
3192,TRIO
3193,DNAAF2
3194,MARS1
3195,METTL23
3196,CHD7
3197,NDUFS6
3198,RGS9
3199,RAX
3200,ASPM
3201,CHST6
3202,UBIAD1
3203,ERI1
3204,MAK
3205,PPP1R17
3206,RPS6KA3
3207,KIRREL1
3208,TECPR2
3209,PPP1R3A
3210,PYCR2
3211,KRT10
3212,TAF6
3213,NARS1
3214,SLC30A2
3215,SLC38A8
3216,WNT1
3217,IFNG
3218,TTC8
3219,GP1BA
3220,AICDA
3221,LMNB1
3222,EVR3
3223,BCAP31
3224,PBRM1
3225,MTM1
3226,KIF5C
3227,RIMS2
3228,PIK3CG
3229,MDM2
3230,ATP6V1E1
3231,CYP2C19
3232,DHTKD1
3233,KMT2E
3234,KLK1
3235,HSD17B4
3236,KIF3B
3237,TGM1
3238,CD3G
3239,
3240,TET2
3241,MAX
3242,LYZ
3243,SCN9A
3244,FBXO7
3245,RP63
3246,UNC45A
3247,LOXL3
3248,RASA1
3249,CSTF2
3250,ASL
3251,KIFBP
3252,CD3D
3253,AGBL1
3254,TRAF3IP2
3255,RPGR
3256,PAK3
3257,CFC1
3258,SIX3
3259,PABPN1
3260,TUBGCP2
3261,FDFT1
3262,PHACTR1
3263,SRC
3264,COG6
3265,SYNE2
3266,NDUFB3
3267,SLC52A3
3268,GORAB
3269,TOP3A
3270,CHD2
3271,SS3
3272,PCYT2
3273,HLA-DQB1
3274,EPCAM
3275,CRTC1
3276,SLFN14
3277,POLG2
3278,HLCS
3279,ORC1
3280,KANK2
3281,JAK3
3282,EFTUD2
3283,KCNH5
3284,BBS2
3285,HEXA
3286,RSPH4A
3287,CCBE1
3288,PHYKPL
3289,SOD2
3290,TSEN54
3291,KIF11
3292,HOXA1
3293,TRIP13
3294,AK1
3295,ITGA8
3296,IL6R
3297,COL4A3
3298,KISS1
3299,NTHL1
3300,TUBB
3301,CD28
3302,AHR
3303,MUC7
3304,PNKP
3305,ASPRV1
3306,CHD1
3307,NFS1
3308,COL10A1
3309,PHKB
3310,TLR3
3311,NOG
3312,KCNJ5
3313,FCGR2B
3314,GNRHR
3315,SLC35C1
3316,SUMF1
3317,ETHE1
3318,PRSS56
3319,MAPK8IP3
3320,HNFJ3
3321,TGFB3
3322,OSMR
3323,ATP11A
3324,TMEM165
